di,case_num,date,block,iucr,type,description,loc_descrip,arrest,domestic,beat,district,ward,community,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
22340,HZ155207,2/17/2016 20:25,078XX S HONORE ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,FALSE,FALSE,611,6,17,71,01A,1165384,1852647,2016,2/24/2016 15:52,41.75125486,-87.6695214,"(41.751254861, -87.669521402)"
22341,HZ155545,2/18/2016 9:10,010XX N LAVERGNE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1531,15,37,25,01A,1142840,1906374,2016,2/25/2016 15:59,41.89913742,-87.75080031,"(41.89913742, -87.750800314)"
22296,HZ129852,1/26/2016 18:31,010XX W MAXWELL ST,110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,TRUE,FALSE,1232,12,2,28,01A,1169703,1894018,2016,2/26/2016 15:50,41.86468877,-87.65249338,"(41.864688766, -87.652493383)"
22342,HZ158071,2/20/2016 0:20,085XX S HERMITAGE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,614,6,18,71,01A,1166167,1848040,2016,2/27/2016 15:47,41.73859597,-87.66678286,"(41.738595974, -87.666782858)"
22343,HZ158821,2/20/2016 14:57,003XX E 56TH ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,231,2,20,40,01A,1179106,1867953,2016,2/27/2016 15:47,41.7929546,-87.61877124,"(41.792954596, -87.61877124)"
22344,HZ159040,2/20/2016 18:27,028XX S SHORT ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,913,9,11,60,01A,1167603,1886016,2016,2/27/2016 15:47,41.84277601,-87.66043264,"(41.842776011, -87.660432642)"
22345,HZ159426,2/21/2016 3:21,006XX E 79TH ST,110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,FALSE,FALSE,624,6,6,69,01A,1181745,1852762,2016,2/28/2016 15:47,41.7512084,-87.6095632,"(41.751208402, -87.609563201)"
22346,HZ159275,2/21/2016 10:26,081XX S HARVARD AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,622,6,21,44,01A,1175367,1851094,2016,2/28/2016 15:47,41.74677606,-87.63298503,"(41.746776057, -87.632985029)"
22347,HZ160570,2/22/2016 7:55,044XX N LEAVITT ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1911,19,47,4,01A,1160880,1929607,2016,2/29/2016 15:53,41.96253504,-87.68389328,"(41.962535036, -87.68389328)"
22348,HZ160701,2/22/2016 9:46,064XX S EGGLESTON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,722,7,20,68,01A,1174388,1862126,2016,2/29/2016 15:53,41.77707099,-87.63624473,"(41.777070989, -87.636244734)"
22349,HZ163102,2/24/2016 7:52,015XX S LAWNDALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1014,10,24,29,01A,1151959,1892258,2016,3/2/2016 15:50,41.86022681,-87.71767814,"(41.860226807, -87.717678135)"
22351,HZ163823,2/24/2016 19:35,004XX S KILPATRICK AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1131,11,24,25,01A,1145126,1897526,2016,3/2/2016 15:50,41.87481458,-87.74262752,"(41.874814577, -87.742627515)"
22358,HZ141818,2/10/2016 7:00,020XX W 21ST ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1234,12,25,31,01A,,,2016,3/2/2016 15:50,,,
22350,HZ163828,2/24/2016 18:30,053XX W HURON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1524,15,37,25,01A,1140700,1904113,2016,3/3/2016 15:45,41.89297257,-87.7587162,"(41.89297257, -87.758716201)"
22426,HZ229167,4/17/2016 1:45,012XX S CENTRAL PARK AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1021,10,24,29,01A,1152576,1893880,2016,4/24/2016 15:48,41.8646656,-87.71537042,"(41.864665597, -87.715370416)"
22353,HZ166439,2/26/2016 22:31,038XX S PRINCETON AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,915,9,3,34,01A,1174914,1879588,2016,3/12/2016 15:46,41.82497673,-87.63379546,"(41.824976728, -87.633795457)"
22355,HZ167242,2/27/2016 16:11,009XX W 85TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,613,6,21,71,01A,1171616,1848471,2016,3/5/2016 15:44,41.73966115,-87.64680629,"(41.739661151, -87.646806288)"
22357,HZ171006,3/1/2016 18:15,044XX S HERMITAGE AVE,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,FALSE,FALSE,924,9,12,61,01A,1165424,1875174,2016,3/8/2016 15:50,41.81307099,-87.66873679,"(41.813070985, -87.668736785)"
22359,HZ171909,3/2/2016 14:10,003XX N CENTRAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,CLEANERS/LAUNDROMAT,FALSE,FALSE,1512,15,29,25,01A,1138980,1901803,2016,3/9/2016 16:05,41.88666507,-87.76508938,"(41.886665074, -87.765089381)"
22360,HZ172144,3/2/2016 16:38,036XX W DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1112,11,27,23,01A,1151666,1907748,2016,3/9/2016 16:05,41.90273878,-87.71834622,"(41.902738782, -87.718346215)"
22361,HZ172370,3/2/2016 19:48,005XX W KINZIE ST,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,FALSE,1214,12,42,28,01A,1172517,1902920,2016,3/9/2016 16:05,41.88905475,-87.64190001,"(41.889054749, -87.641900009)"
22364,HZ174921,3/4/2016 23:23,050XX S CALUMET AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,TRUE,FALSE,224,2,3,38,01A,1179284,1871763,2016,4/20/2016 15:53,41.80340552,-87.61800228,"(41.80340552, -87.618002279)"
22363,HZ173768,3/4/2016 2:01,055XX W GRAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2515,25,29,19,01A,1138788,1913480,2016,3/11/2016 15:51,41.91871165,-87.76551063,"(41.918711651, -87.76551063)"
22365,HZ177746,3/7/2016 11:04,065XX S COTTAGE GROVE AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,321,3,20,42,01A,1182684,1861922,2016,3/14/2016 15:50,41.77632263,-87.60583838,"(41.776322631, -87.605838376)"
22366,HZ179912,3/8/2016 20:41,063XX S TROY ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,823,8,15,66,01A,1156478,1862378,2016,3/15/2016 15:54,41.77814215,-87.70189599,"(41.778142147, -87.701895988)"
22367,HZ180118,3/9/2016 0:40,022XX W MAYPOLE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,1223,12,2,28,01A,1161591,1900975,2016,4/16/2016 15:49,41.88395208,-87.6820787,"(41.883952084, -87.682078695)"
22368,HZ181083,3/9/2016 18:37,012XX N MILWAUKEE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1433,14,1,24,01A,1165592,1908239,2016,3/16/2016 15:52,41.90380078,-87.66717955,"(41.903800775, -87.667179553)"
22369,HZ181243,3/9/2016 21:34,021XX S MICHIGAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,132,1,2,33,01A,1177540,1890161,2016,3/16/2016 15:52,41.85393075,-87.62384107,"(41.853930752, -87.623841071)"
22370,HZ181474,3/10/2016 4:00,046XX W MONROE ST,110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,FALSE,FALSE,1113,11,28,25,01A,1145524,1899162,2016,3/17/2016 15:52,41.87929643,-87.74112477,"(41.879296433, -87.741124765)"
22371,HZ182187,3/10/2016 16:53,023XX E 78TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,414,4,7,43,01A,1193371,1853712,2016,3/17/2016 15:52,41.75353901,-87.56692936,"(41.753539008, -87.566929359)"
22372,HZ182882,3/11/2016 9:19,073XX S PAULINA ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,735,7,17,67,01A,1166281,1856122,2016,3/18/2016 15:47,41.76077171,-87.66613557,"(41.760771706, -87.666135572)"
22373,HZ183568,3/11/2016 17:45,008XX N LATROBE AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1524,15,37,25,01A,1141203,1905088,2016,3/18/2016 15:47,41.89563883,-87.75684479,"(41.895638828, -87.756844789)"
22374,HZ183749,3/11/2016 21:46,038XX W FLOURNOY ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1133,11,24,26,01A,1150859,1896754,2016,3/18/2016 15:47,41.87258593,-87.72159838,"(41.872585925, -87.721598378)"
22375,HZ184036,3/12/2016 4:00,032XX W ADDISON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1733,17,35,21,01A,1153947,1923752,2016,3/19/2016 15:45,41.94660989,-87.70954,"(41.946609887, -87.709540004)"
22427,HZ231617,4/19/2016 2:40,014XX W 84TH ST,110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,FALSE,FALSE,614,6,21,71,01A,1168095,1849042,2016,4/26/2016 15:54,41.74130441,-87.65969033,"(41.741304411, -87.659690327)"
22429,HZ231631,4/19/2016 10:01,080XX S INGLESIDE AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,TRUE,631,6,8,44,01A,1183961,1851827,2016,4/26/2016 15:54,41.74859122,-87.60147189,"(41.748591224, -87.601471891)"
22376,HZ186062,3/13/2016 20:05,100XX S INDIANA AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,511,5,9,49,01A,1179354,1838504,2016,3/21/2016 15:44,41.71213756,-87.61875873,"(41.712137557, -87.618758732)"
22377,HZ185383,3/14/2016 16:50,035XX W LEXINGTON ST,110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,FALSE,FALSE,1133,11,24,27,01A,1152805,1896472,2016,3/21/2016 15:46,41.87177381,-87.71446115,"(41.871773806, -87.714461153)"
22378,HZ188579,3/15/2016 20:22,012XX W 69TH ST,110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,FALSE,FALSE,724,7,17,67,01A,1169429,1859031,2016,3/22/2016 15:52,41.7686868,-87.65451385,"(41.768686795, -87.65451385)"
22379,HZ188764,3/15/2016 23:54,032XX W 64TH PL,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,823,8,15,66,01A,1155849,1861670,2016,3/22/2016 15:52,41.77621194,-87.70422094,"(41.77621194, -87.704220937)"
22380,HZ188754,3/15/2016 23:33,023XX E 70TH PL,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,331,3,5,43,01A,1192666,1858660,2016,3/22/2016 15:52,41.76713392,-87.56935184,"(41.767133915, -87.569351843)"
22382,HZ183466,3/15/2016 16:33,030XX W 60TH ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,TRUE,824,8,16,66,01A,1157262,1864699,2016,3/22/2016 15:52,41.78449547,-87.69895901,"(41.784495473, -87.698959014)"
22383,HZ191185,3/17/2016 19:51,034XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1121,11,27,23,01A,1153112,1905117,2016,3/24/2016 15:46,41.8954905,-87.71310464,"(41.895490498, -87.713104635)"
22384,HZ192090,3/18/2016 13:52,037XX W DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,1112,11,27,23,01A,1151359,1907743,2016,3/25/2016 15:48,41.9027311,-87.71947402,"(41.902731096, -87.71947402)"
22386,HZ191471,3/18/2016 1:46,104XX S DAUPHIN AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,512,5,9,49,01A,1182269,1835665,2016,3/25/2016 15:48,41.7042801,-87.60817083,"(41.704280097, -87.608170826)"
22385,HZ192432,3/18/2016 17:51,027XX N KILBOURN AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,2524,25,31,20,01A,1145909,1918032,2016,4/8/2016 15:49,41.93107042,-87.73923122,"(41.931070416, -87.739231222)"
22388,HZ194491,3/20/2016 15:21,048XX N ALBANY AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1713,17,33,14,01A,1154829,1932208,2016,3/27/2016 15:49,41.96979603,-87.70607051,"(41.969796029, -87.706070512)"
22389,HZ196125,3/21/2016 21:28,020XX W 70TH PL,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,735,7,17,67,01A,1163914,1857901,2016,3/28/2016 15:56,41.76570358,-87.67476086,"(41.765703582, -87.674760856)"
22390,HZ196343,3/22/2016 6:18,052XX S WINCHESTER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,932,9,16,61,01A,1164239,1869993,2016,3/29/2016 15:51,41.79887877,-87.67322937,"(41.798878772, -87.673229373)"
22391,HZ196585,3/22/2016 11:23,000XX N KEELER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1115,11,28,26,01A,1148390,1899802,2016,3/29/2016 15:51,41.88099792,-87.73058468,"(41.880997916, -87.73058468)"
22397,HZ161008,2/22/2016 2:00,016XX S WOLCOTT AVE,110,HOMICIDE,FIRST DEGREE MURDER,EXPRESSWAY EMBANKMENT,FALSE,FALSE,1234,12,25,31,01A,,,2016,3/29/2016 15:51,,,
22392,HZ197556,3/23/2016 0:39,053XX S HERMITAGE AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,932,9,16,61,01A,1165587,1869263,2016,3/30/2016 15:49,41.79684705,-87.66830666,"(41.796847051, -87.668306657)"
22394,HZ198342,3/23/2016 16:19,074XX N RIDGE BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2411,24,49,2,01A,1160596,1949537,2016,3/30/2016 15:49,42.01722959,-87.68438219,"(42.017229594, -87.684382188)"
22393,HZ197571,3/23/2016 1:18,011XX N PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1111,11,27,23,01A,1149509,1907406,2016,3/31/2016 15:49,41.90184246,-87.72627821,"(41.901842459, -87.726278212)"
22428,HZ232818,4/20/2016 23:34,027XX W 53RD ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,923,9,14,63,01A,1159125,1869406,2016,4/27/2016 15:59,41.7973742,-87.69199972,"(41.797374202, -87.691999717)"
22396,HZ201953,3/26/2016 14:28,070XX S PAULINA ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,735,7,17,67,01A,1166226,1858090,2016,4/2/2016 15:48,41.76617334,-87.66628122,"(41.766173335, -87.666281216)"
22398,HZ205205,3/29/2016 10:06,053XX W NORTH AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2532,25,37,25,01A,1140655,1910122,2016,4/5/2016 15:53,41.9094628,-87.75873366,"(41.909462799, -87.758733656)"
22399,HZ206287,3/30/2016 2:02,024XX E 72ND ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,334,3,7,43,01A,1193734,1857691,2016,4/6/2016 15:55,41.76444881,-87.56546897,"(41.764448809, -87.565468967)"
22400,HZ207108,3/30/2016 17:50,017XX W 46TH ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,924,9,20,61,01A,1165648,1874201,2016,4/6/2016 15:55,41.81039621,-87.66794278,"(41.810396206, -87.667942778)"
22402,HZ207582,3/31/2016 1:58,029XX N SACRAMENTO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1411,14,35,21,01A,1155872,1919296,2016,4/7/2016 15:51,41.93434365,-87.70258478,"(41.934343648, -87.702584779)"
22405,HZ209753,4/1/2016 16:50,039XX N PULASKI RD,110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,TRUE,FALSE,1732,17,39,16,01A,1149018,1926048,2016,4/22/2016 15:50,41.9530073,-87.727598,"(41.953007297, -87.727597997)"
22410,HZ214781,4/5/2016 19:58,017XX E 85TH PL,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,TRUE,TRUE,412,4,8,45,01A,1189255,1848630,2016,6/3/2016 15:46,41.73969315,-87.58217533,"(41.73969315, -87.582175333)"
22411,HZ215033,4/6/2016 1:45,049XX W MADISON ST,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,FALSE,FALSE,1533,15,28,25,01A,1143190,1899563,2016,4/13/2016 15:57,41.8804407,-87.74968492,"(41.8804407, -87.749684919)"
22412,HZ215358,4/6/2016 11:27,011XX S RICHMOND ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,1135,11,28,29,01A,1156864,1894986,2016,4/13/2016 15:57,41.8676148,-87.69959914,"(41.867614798, -87.69959914)"
22414,HZ216949,4/7/2016 16:02,034XX W CHICAGO AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1121,11,27,23,01A,1153098,1905117,2016,4/14/2016 15:49,41.89549078,-87.71315605,"(41.895490776, -87.713156054)"
22413,HZ216301,4/7/2016 2:52,076XX S COTTAGE GROVE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,624,6,6,69,01A,1182887,1854492,2016,5/4/2016 15:46,41.75592927,-87.60532474,"(41.755929265, -87.605324736)"
22325,HZ149966,2/13/2016 4:16,047XX S LAFLIN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,933,9,20,61,01A,1167135,1873283,2016,2/20/2016 15:53,41.80784539,-87.66251492,"(41.807845389, -87.662514917)"
22326,HZ149917,2/13/2016 5:30,068XX S LAWNDALE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,833,8,13,65,01A,1152880,1859181,2016,2/20/2016 15:53,41.76944082,-87.71517079,"(41.769440819, -87.715170786)"
22327,HZ149984,2/13/2016 5:40,003XX S CICERO AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,1533,15,24,25,01A,1144455,1897775,2016,2/20/2016 15:53,41.87551051,-87.74508491,"(41.87551051, -87.745084907)"
22328,HZ150950,2/14/2016 1:20,096XX S SANGAMON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2223,22,21,73,01A,1171683,1840731,2016,2/21/2016 15:45,41.71842003,-87.646787,"(41.718420034, -87.646786996)"
22299,HZ130665,1/27/2016 14:00,048XX N RIDGEWAY AVE,110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,TRUE,FALSE,1712,17,39,14,01A,1150515,1931943,2016,2/22/2016 16:05,41.96915443,-87.72194027,"(41.969154427, -87.721940268)"
22431,HZ235188,4/22/2016 6:17,016XX N LUNA AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2532,25,37,25,01A,1139155,1910342,2016,4/29/2016 15:47,41.91009395,-87.76423872,"(41.910093946, -87.76423872)"
22245,HZ100096,1/1/2016 2:37,046XX S ST LAWRENCE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,221,2,4,38,01A,1181038,1874434,2016,1/10/2016 8:46,41.81069473,-87.61148731,"(41.810694727, -87.611487306)"
22246,HZ100342,1/1/2016 7:20,019XX W GARFIELD BLVD,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,932,9,16,61,01A,1164142,1868187,2016,1/10/2016 8:46,41.79392493,-87.67363592,"(41.793924928, -87.673635921)"
22247,HZ101042,1/1/2016 22:48,061XX S SANGAMON ST,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,TRUE,FALSE,712,7,16,68,01A,1171029,1864080,2016,4/7/2016 15:49,41.78250705,-87.64850168,"(41.782507053, -87.648501678)"
22249,HZ101842,1/3/2016 13:17,063XX S STONY ISLAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,314,3,20,42,01A,1187960,1863364,2016,1/10/2016 8:46,41.78015549,-87.58645126,"(41.780155491, -87.586451255)"
22250,HZ103309,1/4/2016 8:58,004XX N CENTRAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,1523,15,28,25,01A,1138964,1902333,2016,2/19/2016 15:45,41.88811975,-87.76513525,"(41.888119752, -87.765135251)"
22251,HZ104099,1/5/2016 1:52,017XX S LEAVITT ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1234,12,25,31,01A,1161982,1891481,2016,1/15/2016 12:18,41.85789152,-87.68090788,"(41.857891524, -87.680907884)"
22253,HZ105404,1/5/2016 21:57,046XX S TALMAN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,922,9,12,58,01A,1159479,1873868,2016,1/15/2016 12:18,41.80961125,-87.69057918,"(41.809611253, -87.690579179)"
22255,HZ105012,1/5/2016 16:31,076XX S DORCHESTER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,411,4,5,43,01A,1186863,1854745,2016,1/15/2016 12:18,41.75653027,-87.59074578,"(41.75653027, -87.59074578)"
22256,HZ105012,1/5/2016 16:28,076XX S DORCHESTER AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,411,4,5,43,01A,1186863,1854745,2016,1/15/2016 12:18,41.75653027,-87.59074578,"(41.75653027, -87.59074578)"
22259,HY549519,1/6/2016 5:27,047XX S LOOMIS BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,933,9,3,61,01A,1167794,1873422,2016,1/15/2016 12:18,41.80821268,-87.66009389,"(41.80821268, -87.660093885)"
22260,HZ106693,1/7/2016 1:14,093XX S LA SALLE ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,634,6,21,49,01A,1176923,1842990,2016,1/15/2016 12:18,41.72450276,-87.62752701,"(41.724502763, -87.627527006)"
22261,HZ107816,1/7/2016 22:57,031XX W 41ST PL,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,921,9,14,58,01A,1156147,1876944,2016,1/15/2016 12:18,41.81811993,-87.70271771,"(41.818119934, -87.70271771)"
22263,HZ109055,1/8/2016 21:02,066XX S FAIRFIELD AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,831,8,15,66,01A,1159187,1860547,2016,1/15/2016 12:18,41.77306261,-87.69201467,"(41.773062605, -87.692014668)"
22264,HZ109089,1/8/2016 22:07,045XX W DEMING PL,110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,FALSE,FALSE,2521,25,31,20,01A,1145664,1916656,2016,1/15/2016 12:18,41.9272992,-87.74016654,"(41.927299196, -87.74016654)"
22266,HZ109011,1/9/2016 1:00,015XX S KEDZIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1022,10,24,29,01A,1155270,1892567,2016,1/16/2016 16:00,41.86100894,-87.70551595,"(41.861008942, -87.705515947)"
22267,HZ109781,1/9/2016 17:35,052XX S PEORIA ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,934,9,20,61,01A,1171194,1870187,2016,1/16/2016 16:00,41.79926174,-87.64771818,"(41.799261735, -87.647718184)"
22268,HZ112330,1/11/2016 21:39,007XX N LAVERGNE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1531,15,28,25,01A,1142891,1904363,2016,1/18/2016 15:54,41.89361805,-87.75066315,"(41.893618053, -87.750663154)"
22269,HZ113821,1/13/2016 10:05,046XX W MADISON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1113,11,28,25,01A,1145460,1899616,2016,1/20/2016 16:06,41.88054347,-87.74134827,"(41.880543474, -87.741348266)"
22270,HZ114137,1/13/2016 13:58,097XX S CHICAGO SKYWAY OB,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,431,4,10,51,01A,1199568,1841119,2016,1/20/2016 16:06,41.71882915,-87.54464303,"(41.718829154, -87.544643027)"
22271,HZ114222,1/13/2016 14:53,080XX S ASHLAND AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,611,6,21,71,01A,1167069,1851501,2016,1/20/2016 16:06,41.74807424,-87.66337939,"(41.748074236, -87.663379392)"
22272,HZ115723,1/14/2016 18:21,026XX S HARDING AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1031,10,22,30,01A,1150469,1886100,2016,1/21/2016 15:54,41.84335768,-87.72330817,"(41.843357683, -87.723308167)"
22273,HZ115654,1/15/2016 6:08,006XX S SACRAMENTO BLVD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1134,11,28,27,01A,1156466,1897124,2016,1/22/2016 16:00,41.87348974,-87.70100245,"(41.873489743, -87.70100245)"
22274,HZ117624,1/16/2016 11:16,112XX S NORMAL AVE,110,HOMICIDE,FIRST DEGREE MURDER,PORCH,TRUE,TRUE,2233,22,34,49,01A,1174969,1830402,2016,1/23/2016 15:54,41.69000321,-87.63505835,"(41.690003214, -87.635058346)"
22275,HZ117728,1/16/2016 11:48,045XX S CICERO AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,TRUE,FALSE,814,8,23,56,01A,1145125,1874007,2016,1/23/2016 15:54,41.81027522,-87.7432245,"(41.810275218, -87.743224499)"
22276,HZ118285,1/16/2016 20:35,032XX W IRVING PARK RD,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1724,17,33,16,01A,1153901,1926410,2016,1/23/2016 15:54,41.95390454,-87.70963799,"(41.953904541, -87.709637989)"
22277,HZ119091,1/17/2016 19:00,019XX N KEELER AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,2534,25,30,20,01A,1148076,1912602,2016,1/24/2016 15:56,41.91612851,-87.73140792,"(41.91612851, -87.731407916)"
22279,HZ120293,1/19/2016 0:01,068XX N RIDGE BLVD,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,TRUE,FALSE,2424,24,49,1,01A,1161731,1945285,2016,3/3/2016 15:45,42.00553831,-87.68032502,"(42.005538314, -87.680325016)"
22281,HZ122514,1/20/2016 20:01,057XX S GREEN ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,712,7,16,68,01A,1171618,1866825,2016,1/27/2016 16:00,41.79002675,-87.64626182,"(41.79002675, -87.646261817)"
22283,HZ123801,1/21/2016 20:08,046XX W HURON ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,1111,11,28,25,01A,1145129,1904233,2016,1/28/2016 15:57,41.89321932,-87.74244694,"(41.893219318, -87.742446944)"
22284,HZ123931,1/21/2016 23:03,017XX N MENARD AVE,110,HOMICIDE,FIRST DEGREE MURDER,AUTO,FALSE,FALSE,2531,25,29,25,01A,1137483,1910939,2016,1/28/2016 15:57,41.91176246,-87.77036668,"(41.911762462, -87.770366681)"
